Permit Number,Permit Type,Permit Sub-Type,Address,Status,Project Type,Valuation,Parcel Number,Date Entered,Date Issued,Date Completed,Date Expired,Date Renewed,Class Code,Class Code Description,Class Code Section,Number of Units,Permit Type Code
14CBP0497,,Building Combo,"410 LINCOLN BLVD
SANTA MONICA, CA 90402
(34.03180863500006, -118.50583810399996)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$832299.39,4293005013,06/10/2014,10/20/2014,,09/22/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-1638,,Roofing,"210 WILSHIRE BLVD
SANTA MONICA, CA 20852
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$30000.00,4291002025,04/28/2015,04/28/2015,,10/25/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1640,,Seismic Retrofit SMMC 8.68,"1543 18TH ST
SANTA MONICA, CA 92683
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2000.00,4275013015,04/28/2015,04/28/2015,,10/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1641,,Sign,"2412 PICO BLVD
SANTA MONICA, CA 91436
",Issued,NEW COMMERCIAL CONSTRUCTION,$5900.00,4273008023,04/28/2015,04/28/2015,,10/25/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14BLD-5288,,Building Combo,"2202 WILSHIRE BLVD
SANTA MONICA, CA 90404
(34.03278790500008, -118.48142480899998)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$125000.00,4276016028,12/17/2014,04/24/2015,,11/28/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1655,,Windows,"2206 CLOVERFIELD BLVD
SANTA MONICA, CA 90405
(34.02101175400003, -118.465153338)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$995.00,4273006029,04/29/2015,04/29/2015,,10/26/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1658,,Building Combo,"847 5TH ST
SANTA MONICA, CA 90403
(34.024313042000074, -118.50252990299998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$12000.00,4292009072,04/29/2015,04/29/2015,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0455,,Building Combo,,Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4278026025,06/04/2013,06/04/2013,,10/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
13CBP0781,,Building Combo,"111 WINNETT PL
SANTA MONICA, CA 90211
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$509750.00,4280004019,09/10/2013,09/12/2013,,12/02/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14BLD-5225,,Building Combo,"1705 OCEAN AVE
SANTA MONICA, CA 90401
(34.00950330300003, -118.49260091499997)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$209700.00,4290015005,12/12/2014,04/30/2015,,10/27/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5410,,Building Combo,"819 HARVARD ST
SANTA MONICA, CA 90403
(34.042473003000055, -118.48136018099996)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$358451.60,4266012026,12/26/2014,04/30/2015,,10/27/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0974,,Building Combo,"531 11TH ST
SANTA MONICA, CA 90265
",Issued,NEW MULTI-FAMILY CONSTRUCTION,$797014.41,4280018017,10/29/2014,10/31/2014,,10/18/2015,,103,Two-Family Buildings,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-0059,,Demolition,"819 HARVARD ST
SANTA MONICA, CA 90403
(34.042473003000055, -118.48136018099996)",Issued,UNDEFINED,$4000.00,4266012026,01/07/2015,04/30/2015,,01/07/2016,,649,Demolish All Other Than Dwellings,Section VI - Demolitions,0,Residential
15BLD-1685,,Building Combo,"254 16TH ST
SANTA MONICA, CA 90402
(34.03926850700003, -118.49982895399995)",Issued,NEW COMMERCIAL CONSTRUCTION,$28000.00,4279029032,04/30/2015,04/30/2015,,10/27/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
13CBP0945,,Building Combo,"3223 DONALD DOUGLAS LOOP
SANTA MONICA, CA 90405
(34.016670232000024, -118.44746465099996)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4272015900,10/25/2013,10/09/2014,,07/20/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1506,,Building Combo,"2015 PIER AVE
SANTA MONICA, CA 90405
(34.01078525300005, -118.46147410199995)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$166984.25,4272004014,04/18/2015,05/01/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1697,,Building Combo,"927 21ST
SANTA MONICA, CA 90403
(34.03558351000004, -118.48625046499996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4277013055,05/01/2015,05/01/2015,,11/29/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1700,,Drywall,"1243 12TH ST
SANTA MONICA, CA 90034
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1625.00,4282005018,05/01/2015,05/01/2015,,11/11/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1701,,Building Combo,"912 PRINCETON ST
SANTA MONICA, CA 90406
(34.04066689200005, -118.48115674899998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$20000.00,4266014019,05/01/2015,05/01/2015,,10/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1707,,Building Combo,"1130 GEORGINA AVE
SANTA MONICA, CA 93001
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3500.00,4280010001,05/01/2015,05/01/2015,,10/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0557,,Building Combo,"1959 20TH ST
SANTA MONICA, CA 91377
",Issued,NEW MULTI-FAMILY CONSTRUCTION,$422270.34,4274020001,07/08/2013,07/17/2013,,09/08/2015,,103,Two-Family Buildings,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0168,,Building Combo,"1838 18TH ST
SANTA MONICA, CA 90405
(34.02103289200005, -118.47483985799994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4274013015,02/28/2014,02/28/2014,,10/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0667,,Building Combo,"248 15TH ST
SANTA MONICA, CA 90402
(34.03858866100006, -118.50085794199998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4279030033,07/31/2014,07/31/2014,,10/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0713,,Building Combo,"531 7TH ST
SANTA MONICA, CA 90402
(34.029162996000025, -118.50450030499997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4293010017,08/15/2014,08/15/2014,,10/31/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14STP2022,,Windows,"1125 PICO BLVD
SANTA MONICA, CA 90405
(34.01453593000008, -118.47881248599998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4283026032,10/20/2014,10/20/2014,,10/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-1714,,Building Combo,"1133 24TH ST
SANTA MONICA, CA 94114
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$40000.00,4276003039,05/04/2015,05/04/2015,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1719,,Building Combo,"315 17TH ST
SANTA MONICA, CA 90404
(34.04016560700006, -118.49893234899997)",Issued,UNDEFINED,$8000.00,4279019015,05/04/2015,05/04/2015,,11/17/2015,,,,,0,Residential
15BLD-1721,,Plumbing,"1105 Bay
SANTA MONICA, CA 92106
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$350.00,4270018007,05/04/2015,05/04/2015,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1723,,Building Combo,"426 PALISADES AVE
SANTA MONICA, CA 63105
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$17586.00,4293013003,05/04/2015,05/04/2015,,10/31/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1724,,Electrical,"2336 SANTA MONICA BLVD
SANTA MONICA, CA 90025
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$8000.00,4275004029,05/04/2015,05/04/2015,,10/31/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
12CBP0148,,Building Combo,,Issued,NEW MULTI-FAMILY CONSTRUCTION,$47270812.46,4290015915,02/29/2012,07/10/2013,,11/25/2015,,105,5 or More Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
14CBP0973,,Building Combo,"2427 21ST ST
SANTA MONICA, CA 90405
(34.01574928300005, -118.46487563799997)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$459909.30,4273016001,10/28/2014,03/06/2015,,10/24/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-1501,,Sign,"2627 LINCOLN BLVD
SANTA MONICA, CA 90405
(34.006492997000066, -118.47564458299996)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$3000.00,4285001030,04/17/2015,04/17/2015,,10/14/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1687,,Building Combo,"843 25TH ST
SANTA MONICA, CA 90403
(34.03970291700006, -118.48367972499994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$20000.00,4277001021,04/30/2015,05/05/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0109,,Building Combo,"2128 DELAWARE AVE
SANTA MONICA, CA 90404
(34.02331747000005, -118.47044115899996)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$61359.36,4274021002,01/12/2015,05/06/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1393,,Building Combo,"911 26TH ST
SANTA MONICA, CA 90403
(34.03978357700004, -118.48183031199994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$40000.00,4266014040,04/08/2015,04/08/2015,,11/03/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1770,,Temporary Structure,,Issued,NEW COMMERCIAL CONSTRUCTION,$125.00,4272015900,05/06/2015,05/06/2015,,11/03/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-1771,,,"2012 LA MESA DR
SANTA MONICA, CA 92262
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4000.00,4407020017,05/06/2015,05/06/2015,,12/01/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1772,,Sign,"395 SANTA MONICA PLACE
SANTA MONICA, CA 92018
",Issued,NEW COMMERCIAL CONSTRUCTION,$20000.00,4291026026,05/06/2015,05/06/2015,,11/02/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
13CBP0990,,Building Combo,"1621 FRANKLIN ST
SANTA MONICA, CA 90402
(34.034854723000024, -118.46512323399998)",Issued,NEW MULTI-FAMILY CONSTRUCTION,$1048803.97,4268006028,11/11/2013,11/26/2013,,11/24/2015,,104,3 or 4 Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
14CBP0765,,Building Combo,"432 9TH ST
SANTA MONICA, CA 90402
(34.03187777200003, -118.50408893999997)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$353367.40,4280012012,08/28/2014,10/31/2014,,12/01/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0828,,Building Combo,"818 15TH ST
SANTA MONICA, CA 90024
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4281009047,09/18/2014,09/18/2014,,11/03/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0408,,Building Combo,"901 MONTANA AVE
SANTA MONICA, CA 90402
(34.028574683000045, -118.49972231699996)",Issued,UNDEFINED,$57581.55,4280023032,02/02/2015,05/07/2015,,11/23/2015,,,,,0,Residential
15BLD-1780,,Building Combo,"2121 OCEAN AVE
SANTA MONICA, CA 90025
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4289021004,05/07/2015,05/07/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1785,,Building Combo,"1243 7TH ST
SANTA MONICA, CA 90272
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$3200.00,4291007012,05/07/2015,05/07/2015,,11/03/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0510,,Building Combo,"927 23RD ST
SANTA MONICA, CA 95070
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$516734.10,4277015017,06/12/2014,06/17/2014,,09/27/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-0349,,Building Combo,"1315 3RD STREET PROMENADE
SANTA MONICA, CA 90401
(34.01677435000005, -118.497398095)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$250000.00,4291012017,01/28/2015,05/08/2015,,11/04/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1787,,Plumbing,"2222 LINCOLN BLVD
SANTA MONICA, CA 90049
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$250.00,4289001027,05/08/2015,05/08/2015,,11/04/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1789,,Plaster,"615 OCEAN AVE
SANTA MONICA, CA 90067
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$12500.00,4293015002,05/08/2015,05/08/2015,,11/04/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-0685,,Building Combo,"2202 WILSHIRE BLVD
SANTA MONICA, CA 90404
(34.03278790500008, -118.48142480899998)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$5000.00,4276016028,02/20/2015,02/20/2015,,08/19/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
13CBP0444,,Building Combo,"101 WILSHIRE BLVD
SANTA MONICA, CA 00000
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4292028001,05/30/2013,05/30/2013,,10/21/2015,09/02/2014,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0990,,Building Combo,"629 IDAHO AVE
SANTA MONICA, CA 90403
(34.02531322200008, -118.50056756699996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4292008044,11/03/2014,11/03/2014,,10/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0624,,Building Combo,"1776 MAIN ST
SANTA MONICA, CA 90401
(34.00991412800005, -118.49048510099999)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$135000.00,4290015035,02/18/2015,05/11/2015,,11/07/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1743,,Building Combo,,Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$90000.00,4291002011,05/05/2015,05/11/2015,,11/07/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1803,,,"1023 4TH ST
SANTA MONICA, CA 90025
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$800.00,4292014017,05/11/2015,05/11/2015,,11/07/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1810,,Plumbing,"2901 4TH ST
SANTA MONICA, CA 90291
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1800.00,4287026001,05/11/2015,05/11/2015,,11/07/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1821,,Electrical,"1221 OLYMPIC BLVD
SANTA MONICA, CA 90212
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$17500.00,4283007036,05/11/2015,05/11/2015,,11/07/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
13CBP0606,,Building Combo,"1311 3RD STREET PROM
SANTA MONICA, CA 00000
",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4291012018,07/19/2013,07/19/2013,,12/01/2015,,327,Stores & Other Mercantile Buildings,Section III - New Non-Residential Buildings,0,Commercial
14BLD-5098,,Building Combo,"318 14TH ST
SANTA MONICA, CA 90402
(34.037208227000065, -118.50110798699995)",Issued,UNDEFINED,$750000.00,4280009044,12/06/2014,05/12/2015,,11/08/2015,,,,,0,Residential
14CBP0442,,Building Combo,"501 SANTA MONICA BLVD
SANTA MONICA, CA 90064
",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4291010023,05/28/2014,06/11/2014,,10/25/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14CBP0650,,Building Combo,"1304 15TH ST
SANTA MONICA, CA 90017
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4282016026,07/23/2014,09/05/2014,,09/04/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0906,,Building Combo,"717 21ST PL
SANTA MONICA, CA 90402
(34.03877302600006, -118.48896063199999)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$436551.86,4278021016,10/09/2014,10/10/2014,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0076,,Building Combo,"525 SANTA MONICA BLVD
SANTA MONICA, CA 90401
(34.01743091900005, -118.49397913999996)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$187500.00,4291010012,01/08/2015,05/12/2015,,11/18/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0656,,Windows,"425 MARINE ST
SANTA MONICA, CA 90405
(34.00025455000008, -118.47654594799997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$7300.00,4287027059,02/19/2015,02/19/2015,,08/18/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1499,,Photovoltaic,"121 FRASER AVE
SANTA MONICA, CA 90405
(34.00167416100004, -118.48613638899997)",Issued,NEW COMMERCIAL CONSTRUCTION,$12399.00,4288018033,04/17/2015,05/12/2015,,11/08/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
15BLD-1828,,Plumbing,"2727 6TH ST
SANTA MONICA, CA 90265
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4000.00,4287019027,05/12/2015,05/12/2015,,11/08/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1829,,,"1746 SUNSET AVE
SANTA MONICA, CA 90405
(34.00760380300005, -118.46234522699996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$25000.00,4285021027,05/12/2015,05/12/2015,,11/08/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1832,,Electrical,"321 SANTA MONICA BLVD
SANTA MONICA, CA 91403
",Issued,NEW COMMERCIAL CONSTRUCTION,$250.00,4291012009,05/12/2015,05/12/2015,,11/10/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-1833,,Building Combo,"210 WILSHIRE BLVD
SANTA MONICA, CA 20852
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$76587.80,4291002025,05/12/2015,05/12/2015,,11/22/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Residential
15BLD-1838,,Electrical,"1123 MONTANA AVE
SANTA MONICA, CA 91302
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$20000.00,4280025017,05/12/2015,05/12/2015,,11/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-1847,,Fences/Walls,"536 ASHLAND AVE
SANTA MONICA, CA 90401
(34.00210446900007, -118.47741505099998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1200.00,4287026055,05/12/2015,05/12/2015,,11/08/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
